soru,cevap
"Borçlu, borcunu taksitlendirerek ödeyeceğini taahhüt etmişse ve ödememişse, hangi madde uyarınca ne tür bir ceza uygulanabilir?","Borçlu, borcunu taksitlendirerek ödeyeceğini taahhüt etmişse ve ödememişse, İİK m.340 uyarınca 3 aya kadar tazyik hapsine hükmedilebilir."
Alacaklıyı zarara uğratma suçu ile ilgili daha fazla bilgi nereden edinilebilir?,"Alacaklıyı zarara uğratma suçu ile ilgili daha fazla bilgi, 'Ödeme Taahhüdünü İhlal' başlıklı yazıdan edinilebilir."
"İcra ve İflas Kanunu madde 16'ya göre, icra daireleri tarafından yapılan işlemlerin hangi durumları şikayet nedeni olabilir?","İcra ve İflas Kanunu madde 16'ya göre, icra daireleri tarafından yapılan işlemlerin şikayet nedeni olabilecek durumları; işlemin kanuna aykırı olması, işlemin hadiseye uygun olmaması, bir hakkın yerine getirilmemesi, bir hakkın sebepsiz yere sürüncemede bırakılması ve kamu düzenine aykırı olmasıdır."
İcra dairesinin işlemine karşı şikayet yoluna başvurulabilmesi için hangi koşulların varlığı gerekmektedir?,"İcra dairesinin işlemine karşı şikayet yoluna başvurulabilmesi için, işlemin kanuna aykırı olması, hadiseye uygun olmaması, bir hakkın yerine getirilmemesi, bir hakkın sebepsiz yere sürüncemede bırakılması veya kamu düzenine aykırı olması gibi durumlardan birinin varlığı gerekmektedir."
İcra mahkemesinde incelenmek üzere şikayet başvurusu hangi durumlarda yapılabilir?,"İcra mahkemesinde incelenmek üzere şikayet başvurusu, icra dairesinin işleminin kanuna aykırı olması, hadiseye uygun olmaması, bir hakkın yerine getirilmemesi, bir hakkın sebepsiz yere sürüncemede bırakılması veya kamu düzenine aykırı olması durumlarında yapılabilir."
Kanuna aykırılık ne anlama gelmektedir ve hangi durumları kapsar?,"Kanuna aykırılık, bir kanun hükmünün icra memuru tarafından somut olaya yanlış uygulanması anlamına gelir ve başta İcra ve İflas Kanunu olmak üzere diğer kanun, tüzük ve yönetmelikleri kapsar."
Taraflar arasında yapılan sözleşmelere aykırılıklar neden kanuna aykırılık olarak değerlendirilemez?,"Taraflar arasında yapılan sözleşmelere aykırılıklar, kanuna aykırılık kapsamında değerlendirilemez çünkü bu durumlar şikâyet sebebi teşkil etmez."
İcra memurunun takdir hakkını kullanmaması durumunda ne gibi sonuçlar doğar?,İcra memurunun takdir hakkını kullanmaması durumunda işlemin hadiseye uygun olmaması sonucu doğar.
İİK madde 83'e göre icra memuru borçlunun maaşının ne kadarını haczedebilir?,İİK madde 83'e göre icra memuru borçlunun maaşının en az dörtte birini haczedebilir.
Geliri yüksek olan bir borçlunun maaşının haczi ile ilgili hangi durum şikayet konusu olabilir?,Geliri çok yüksek olan borçlunun maaşının dörtte bir oranında haczedilmesi somut olaya aykırı olabilir ve bu durum şikayet konusu yapılabilir.
Dörtte birden az oranda haciz uygulanması ne gibi bir sonuca yol açar?,"Dörtte birden az oranda haciz uygulanması kanuna aykırılık sonucunu doğurur, çünkü İİK'da açıkça dörtte bir oranı alt sınır olarak öngörülmüştür."
İcra memurunun görevi olmasına rağmen bir işin yapılmaması neyi ifade eder?,"İcra memurunun görevi olmasına rağmen bir işin yapılmaması, hakkın yerine getirilmemesi anlamına gelir."
"İcra memuru, görevi olan bir işi nasıl reddedebilir?","İcra memuru, görevi olan bir işi açıkça reddederek ya da sessiz kalarak bu işi yapmamayı tercih edebilir."
İcra memurunun sessiz kalması durumunda ne olur?,İcra memurunun sessiz kalması durumunda da hakkın yerine getirilmemesi söz konusudur.
İcra memurunun görevini yerine getirmemesi hangi iki şekilde gerçekleşebilir?,"İcra memurunun görevini yerine getirmemesi, ya açıkça reddetmesi ya da sessiz kalarak iş yapmaması ile gerçekleşebilir."
İcra memurunun görevi olan bir işi sebepsiz yere yapmaması durumunda ne olur?,"İcra memurunun görevi olan bir işi sebepsiz yere yapmaması durumunda, hakkın sebepsiz yere sürüncemede bırakılması söz konusu olur."
Bir hakkın yerine getirilmemesi ile sebepsiz yere sürüncemede bırakılması arasındaki temel benzerlik nedir?,"Bir hakkın yerine getirilmemesi ile sebepsiz yere sürüncemede bırakılması arasındaki temel benzerlik, her ikisinin de benzer nitelikte olmasıdır."
İcra memurunun niyetinin bilinmesi neden önemlidir?,"İcra memurunun niyetinin bilinmesi, hakkın yerine getirilmemesi ve sebepsiz yere sürüncemede bırakılması arasındaki ayırt edici unsurdur."
İcra daireleri tarafından gerçekleştirilen kamu düzenine aykırı işlemlerle ilgili kanunda ne tür bir düzenleme bulunmaktadır?,İcra daireleri tarafından gerçekleştirilen kamu düzenine aykırı işlemlerle ilgili kanunda herhangi bir düzenleme mevcut değildir.
Kamu düzenine aykırılık durumunda hangi yola başvurulabilir?,Kamu düzenine aykırılık durumunda icra dairesi tarafından gerçekleştirilen işlemlere karşı daima şikayet yoluna gidilebilir.
Kamu düzenine aykırılığın tanımı neden belirsizdir?,Kamu düzenine aykırılık açıkça kanunda düzenlenmemiş olup net bir tanımı bulunmamaktadır.
Kamu düzeninin genel tanımı nedir?,"Kamu düzeni, toplumsal ve genel çıkarlar ön planda tutularak sağlanan düzen olarak ifade edilebilir."
"İcra mahkemesi, şikayet talebini incelemek için neye ihtiyaç duyar?",İcra mahkemesi tarafından şikayet talebinin incelenebilmesi için talep olması gerekmektedir.
"İcra mahkemesi, kamu düzenine aykırı bir işlemi nasıl iptal edebilir?","İcra mahkemesi, başka bir sebeple önüne gelen dosyadaki kamu düzenine aykırı işlemi kendiliğinden dikkate alarak iptal edebilir."
"Şikayet süresi, şikayete konu işlemin öğrenildiği tarihten itibaren ne kadar süredir?","Şikayet süresi, şikayete konu işlemin öğrenildiği tarihten itibaren yedi gündür."
Tebliğ edilmiş bir işlem için şikayet süresi ne zaman başlar?,"Tebliğ edilmiş bir işlem için şikayet süresi, tebliğden itibaren başlar."
"Eğer işlem tebliğ edilmemişse, şikayet süresi nasıl işlemeye başlar?","Eğer işlem tebliğ edilmemişse, şikayet süresi öğrenme tarihinden itibaren işlemeye başlar."
"Karşı taraf, şikayet edenin işlemi daha önceden öğrendiğini ispatlarsa, bu durumda hangi tarih dikkate alınır?","Karşı taraf, şikayet edenin işlemi daha önceden öğrendiğini ispatlarsa, bu tarih öğrenme tarihi olarak dikkate alınır."
"Yedi günlük süre hak düşürücü nitelikte olduğundan, İcra Mahkemesi neyi kendiliğinden dikkate alır?","Yedi günlük süre hak düşürücü nitelikte olduğundan, İcra Mahkemesi süresi içinde şikayetin gerçekleşip gerçekleşmediğini kendiliğinden dikkate alır."
"İcra dairesine yapılan bir şikayet, icra mahkemesine yapılan şikayeti nasıl etkiler?","İcra dairesine yapılan bir şikayet, icra mahkemesine süresinde yeniden yapılmadığı takdirde mahkemece dikkate alınamaz."
"Bir hakkın yerine getirilmemesi durumunda, şikayet yoluna ne kadar süreyle gidilebilir?","Bir hakkın yerine getirilmemesi durumunda, süresiz olarak şikayet yoluna gidilebilir."
İcra dairesinin hareketsiz kalması ne tür bir etki yaratır?,"İcra dairesinin hareketsiz kalması, daima yeni bir süre başlatmaktadır."
Kamu düzenine aykırı işlemler için icra dairelerine karşı ne yapılabilir?,Kamu düzenine aykırı işlemler için icra dairelerine karşı daima şikayet yoluna gidilebilir.
"İcra mahkemesi, şikayet talebinin incelenebilmesi için neye ihtiyaç duyar?","İcra mahkemesi, şikayet talebinin incelenebilmesi için talep olması gerekmektedir."
"İcra mahkemesi, başka bir sebeple önüne gelen dosyadaki kamu düzenine aykırı işlemi nasıl değerlendirebilir?","İcra mahkemesi, başka bir sebeple önüne gelen dosyadaki kamu düzenine aykırı işlemi kendiliğinden dikkate alarak iptal edebilir."
İcra Müdürlüğü işlemi şikayetinin tarafları kimlerdir ve bu taraflar nasıl tanımlanır?,"İcra Müdürlüğü işlemi şikayetinin tarafları, şikayet eden ve şikayet olunan olarak tanımlanır. Şikayet eden, icra işlemini eleştiren tarafken, şikayet olunan ise icra ve iflas dairesidir."
Şikayet başvurusunun dava niteliği taşımadığı ne anlama gelir?,"Şikayet başvurusunun dava niteliği taşımadığı, bu başvurunun bir dava ya da kanun yolu olarak değerlendirilemeyeceği anlamına gelir. Bu nedenle, davalı ve davacı kavramları bu süreçte geçerli değildir."
İcra işlemlerinden etkilenen kimler şikayet yoluna başvurabilir?,"İcra işlemlerinden etkilenen tüm ilgililer, şikayet yoluna başvurabilir. Bu, sadece icra işleminin taraflarıyla sınırlı değildir."
Uygulamada icra dosyasında karşı tarafın davalı olarak gösterilmesi neden sorun teşkil etmez?,"Uygulamada icra dosyasında karşı tarafın davalı olarak gösterilmesi, şikayet başvurusunun bir dava olmaması nedeniyle sorun teşkil etmez. Şikayet başvurusu sırasında karşı tarafın gösterilmemiş olması herhangi bir engel oluşturmaz."
"İcra mahkemesi, şikayet incelemesi sonucunda hangi tür kararlar verebilir?","İcra mahkemesi, şikayet incelemesi sonucunda şikayet konusu işlemin iptali, şikayet konusu işlemin düzeltilmesi veya icra memurunun sebepsiz olarak yapmadığı ya da geciktirdiği işlemlerin yapılmasını emretme kararları verebilir."
İcra mahkemesinin verdiği kararların maddi anlamda kesin hüküm teşkil etmemesi ne anlama gelir?,"İcra mahkemesinin verdiği kararların maddi anlamda kesin hüküm teşkil etmemesi, bu kararların icra dairesi tarafından yeniden değerlendirilemeyeceği anlamına gelir; ancak şekli anlamda kesin hüküm niteliğindedir."
Şikayetin reddedilmesi durumunda ne olur?,"Şikayetin reddedilmesi durumunda, şikayet konusu yapılan işlemin varlığı sürdürülecektir."
"İcra mahkemesi, şikayet başvurusu üzerine hangi işlemleri emredebilir?","İcra mahkemesi, şikayet başvurusu üzerine icra memurunun sebepsiz olarak yapmadığı veya geciktirdiği işlemlerin yapılmasını emretme kararı verebilir."
İcra dairesi tarafından gerçekleştirilen işlemlerin iptali hangi mahkeme tarafından yapılır?,İcra dairesi tarafından gerçekleştirilen işlemlerin iptali icra mahkemesi tarafından yapılır.
"İcra mahkemesi, icra dairesinin iptal edilen işleminin yerine ne yapabilir?","İcra mahkemesi, icra dairesinin yerine geçerek yeni işlem tesis edemez."
İptal kararı alındıktan sonra icra dairesinin ne yapması gerekmektedir?,İptal kararı üzerine icra dairesi tarafından yeniden işlem tesis edilmesi gerekmektedir.
Yeni tesis edilen işlemlere karşı hangi yolla itiraz edilebilir?,Yeni tesis edilen işlemlere karşı icra mahkemesinde şikayet yoluna başvurulabilir.
İcra dairesi kararında hangi tür hatalar bulunabilir ve bu hatalara ne örnek verilebilir?,İcra dairesi kararında maddi hatalar bulunabilir ve bu hatalara hesap hataları örnek verilebilir.
Maddi hataların düzeltilmesi için hangi mahkeme yetkilidir?,Maddi hataların düzeltilmesi için icra mahkemesi yetkilidir.
"İcra mahkemesi, icra dairesinin işleminin düzeltilmesi için neye ihtiyaç duyar?","İcra mahkemesi, icra dairesinin işleminin düzeltilmesi için dosya üzerinden düzeltme işlemi yapılabilmesi gerektiğine ihtiyaç duyar."
İİK madde 17 uyarınca icra mahkemesinin icra memuruna ne tür bir yetkisi vardır?,"İİK madde 17 uyarınca icra mahkemesi, icra memuruna yapmadığı veya geciktirdiği işlemleri yapmasını emreder."
"İcra mahkemesi, icra dairesinin yerine geçerek neyi yapamaz?","İcra mahkemesi, sadece işlemin yapılmasını emreder ve icra dairesi yerine geçerek söz konusu işlemi yapamaz."
İcra dairesinin mahkeme kararına karşı koyma durumu nedir?,"İcra dairesi, mahkeme kararına karşı koyamaz ve dolayısıyla söz konusu işlemi gerçekleştirmek zorundadır."
Hacze iştirak nedir ve hangi durumlarda gerçekleşir?,"Hacze iştirak, borçlunun birden fazla alacaklısı olduğunda ve malvarlığının tüm borçları karşılamaya yetmediği durumlarda, alacaklıların hacze katılmasıdır."
Hacze iştirak etmenin önemi nedir?,"Hacze iştirak etmenin önemi, takip başlatmakta geç kalan alacaklıların hak kaybı yaşamalarının önüne geçilmesidir."
Hacze iştirak edilemezse ne gibi sonuçlar doğar?,"Hacze iştirak edilemezse, ilk haczi koyan alacaklı alacağını tahsil ettikten sonra geriye kalan meblağdan diğer hacizli alacaklılar alacaklarını alamayabilir."
Adi ve imtiyazlı hacze iştirak arasındaki farklar nelerdir?,"Adi hacze iştirak, daha önceden takip yapmış ve bu takibi kesinleştirmiş alacaklının ilk hacze katılmasıdır; imtiyazlı hacze iştirak ise borçluya yakınlıkları nedeniyle takip başlatamayan kişilerin ilk hacze katılmasıdır."
Hacze iştirak talebi ne zaman gerçekleştirilebilir?,"Hacze iştirak talebi, ilk haciz üzerine satılan malın tutarının icra dairesi veznesine girene kadar gerçekleştirilebilir."
Hacze adi iştirak nedir ve hangi madde ile düzenlenmiştir?,"Hacze adi iştirak, İİK madde 100'de düzenlenmiş bir iştirak türüdür ve takipli iştirak olarak da adlandırılmaktadır."
Hacze adi iştirak etmek isteyen alacaklının hangi şartları sağlaması gerekmektedir?,"Hacze adi iştirak etmek isteyen alacaklının, borçluya karşı takip gerçekleştirmiş olması ve bu takibin kesinleşmiş olması gerekmektedir."
İlk hacze adi iştirak etmek isteyen alacaklının alacağı hangi durumlarda doğmuş olmalıdır?,"İlk hacze adi iştirak etmek isteyen alacaklının alacağı, ilk haciz sahibinin takibi ilamsız ise takip talebinden önce, ilamlı ise ilam tarihinden önce doğmuş olmalıdır."
Hacze adi iştirak için gerekli belgeler nelerdir?,"Hacze adi iştirak için gerekli belgeler arasında, aciz vesikası, ilam, resmi veya tasdikli senet ve resmi dairelerin verdiği belgeler bulunmaktadır."
Hacze adi iştirak talebi nereye yöneltilmelidir ve kim bu talebi denetler?,"Hacze adi iştirak talebi, ilk haczin konulduğu icra dairesine yöneltilmeli ve icra müdürü şartların gerçekleşip gerçekleşmediğini denetlemelidir."
İcra müdürünün kabul ya da ret kararına karşı hangi yola başvurulabilir?,"İcra müdürünün kabul ya da ret kararına karşı, ilk haczi koyduran alacaklı veya iştirak talep eden alacaklı şikayet yoluna gidebilir."
"İmtiyazlı hacze iştirak usulü, adi hacze iştirakten nasıl bir farklılık göstermektedir?","İmtiyazlı hacze iştirak usulü, adi hacze iştirakten farklı olarak daha önceden yapılmış kesinleşmiş bir takibin varlığını aramamaktadır."
İmtiyazlı hacze iştirak edebilecek kişiler kimlerdir ve bu kişilerin borçlu ile olan ilişkisi neden önemlidir?,"İmtiyazlı hacze iştirak edebilecek kişiler, İİK madde 101'de sınırlı olarak sayılan borçlunun eşi, çocukları ve vasi veya kayyımı olduğu şahıslardır. Bu kişilerin borçlu ile belli yakınlık ilişkisi içinde olmaları, kanun koyucunun takip yapamayacaklarını düşünmesine neden olmaktadır."
İmtiyazlı hacze iştirak talebi nasıl yapılır ve hangi koşullar altında geçerlidir?,"İmtiyazlı hacze iştirak talebi, ilk haczi koyan icra dairesinden yapılır ve borçlunun eşi, çocukları veya vesayet altındaki kişiler, vesayet ilişkisinin bitiminden itibaren bir sene içinde hacze iştirak taleplerini ileri sürmelidirler."
İmtiyazlı hacze iştirak talebinde diğer alacaklıların itiraz hakları nelerdir?,"İmtiyazlı hacze iştirak talebinde diğer alacaklıların iştirake itiraz hakları bulunmaktadır. İtiraz edildiği takdirde, imtiyazlı iştirak talebi geçici olarak kabul edilir ve iştirak talebinde bulunan alacaklıya 7 gün içinde dava açması gerektiği bildirilir."
İmtiyazlı hacze iştirak talebinin geçerliliği için hangi mahkeme yetkilidir?,"İmtiyazlı hacze iştirak talebinin geçerliliği için yetkili mahkeme, takibin yapıldığı yer mahkemesidir."
